Код товара,Автор,Название,Обложка,Рейтинг,Стикеры,Наличие,Цена,Описание,Издательство:,Год издания:,Место издания:,Язык текста:,Тип обложки:,Формат:,Размеры в мм (ДхШхВ):,Вес:,Страниц:,Тираж:,Код товара:,Артикул:,ISBN:,В продаже с:,Возраст:,Тиснение:,Бумага:,Обрез:,Иллюстрации:,Язык оригинала:,Перевод:,Производитель:,Год производства:,Место производства:,Иллюстраторы:
972772,Стругацкий А. Н.,Собрание сочинений. 1967-1968. Том 5,https://moscowbooks.ru/image/book/641/w259/i641698.jpg,0,,True,647 руб.,"Аркадий (1925–1991) и Борис (1933–2012) Стругацкие — русские советские писатели-фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей.В этот том вошли ""Сказка о Тройке"", ""Сказка о Тройке – 2"", ""Обитаемый остров"".",АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,220x145x40,645 гр.,607,2500 экз.,972772,ASE000000000841315,978-5-17-113081-7,19.01.2019,,,,,,,,,,,
972600,Стругацкий А. Н.,Полное собрание сочинений. В 33 томах. Том 12. 1967. Часть 2,https://moscowbooks.ru/image/book/641/w259/i641659.jpg,0,,True,3 000 руб.,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",Издательство Сидорович,2018,СПб,русский,Твердый переплет (ткань),84х108 1/32,208x132x23,650 гр.,544,350 экз.,972600,,978-5-905909-44-3,18.01.2019,,,,,,,,,,,
972610,Стругацкий А. Н.,Полное собрание сочинений. В 33 томах. Том 13. 1968. Часть 1,https://moscowbooks.ru/image/book/641/w259/i641661.jpg,0,,True,3 000 руб.,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",Издательство Сидорович,2019,СПб,русский,Твердый переплет (ткань),84х108 1/32,208x132x34,705 гр.,576,350 экз.,972610,,978-5-905909-48-1,18.01.2019,,,,,,,,,,,
963770,Стругацкий А. Н.,Собрание сочинений 1964-1966. Том 4,https://moscowbooks.ru/image/book/633/w259/i633672.jpg,0,,True,647 руб.,"Аркадий (1925–1991) и Борис (1933–2012) Стругацкие — русские советские писатели–фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей.В этот том вошли ""Хищные вещи века"", ""Беспокойство"", ""Улитка на склоне"", ""Второе нашествие марсиан"".",АСТ,2018,Москва,русский,Твердый переплет,60х90 1/16,208x144x36,620 гр.,560,2000 экз.,963770,ASE000000000840285,978-5-17-112111-2,23.11.2018,,,,,,,,,,,
961433,Стругацкий А. Н.,Жук в муравейнике,https://moscowbooks.ru/image/book/631/w259/i631965.jpg,0,,True,192 руб.,"После миссии Максима Каммерера на планете Саракш прошло 20 лет. Теперь он работает на Земле, в КОМКОНе-2. Его очередное задание — разыскать прогрессора Льва Абалкина, самовольно покинувшего Саракш, но проигнорировавшего требование зарегистрироваться на Земле. Встречи Каммерера со знакомыми Абалкина вскрывают тайну, способную нанести серьезный вред не только окружающим его людям, но и, возможно, всему человечеству...",АСТ,2018,Москва,русский,Мягкая обложка,76х100 1/32,180x113x17,195 гр.,320,7000 экз.,961433,ASE000000000839686,978-5-17-111543-2,15.11.2018,,,,,,,,,,,
1013352,Лукьяненко С. В.,Время для мага. Лучшая фантастика — 2020,https://moscowbooks.ru/image/book/677/w259/i677391.jpg,0,,True,404 руб.,"Традиционный годовой сборник издательства АСТ включает самые свежие произведения признанных мастеров русскоязычной фантастики: Евгения Лукина, Леонида Каганова, Александра Громова, а также рассказы писателей-фантастов нового поколения — победителей мастер-классов, номинантов и обладателей литературных премий. Настоящим подарком читателям данного сборника станет абсолютно новая остросюжетная повесть Сергея Лукьяненко ""ВРЕМЯ ДЛЯ МАГА""!",АСТ,2019,Москва,русский,Твердый переплет,,207x133x25,270 гр.,352,3000 экз.,1013352,ASE000000000848220,978-5-17-119814-5,23.10.2019,,,,,,,,,,,
1011949,Лукьяненко С. В.,Шестой Дозор,https://moscowbooks.ru/image/book/675/w259/i675054.jpg,0,,True,360 руб.,Это последняя книга о Светлом маге Антоне Городецком.,АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,206x133x21,290 гр.,352,3000 экз.,1011949,ASE000000000846858,978-5-17-118536-7,10.10.2019,,,,,,,,,,,
1009580,Лукьяненко С. В.,Новый Дозор,https://moscowbooks.ru/image/book/673/w259/i673070.jpg,0,,True,360 руб.,"Ночной Дозор, Дневной, Сумеречный и, наконец, Последний. Все? Существует ли конец Пути? Нет! Читайте ""Новый Дозор""!!!",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x27,295 гр.,384,3000 экз.,1009580,ASE000000000846855,978-5-17-118480-3,26.09.2019,,,,,,,,,,,
1007209,Лукьяненко С. В.,Последний Дозор,https://moscowbooks.ru/image/book/670/w259/i670888.jpg,0,,True,360 руб.,"""Последний Дозор"" — это путешествие с лучшим российским фантастом в поисках новой истины. Но будьте осторожны: автор не любит простых решений и коротких дорог. Так что приключение обещает быть ярким и заманчивым. Как сама жизнь, с разнообразием которой может сравниться только фантастика ""Последнего Дозора"". В Путь?!",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x27,290 гр.,368,3000 экз.,1007209,ASE000000000846848,978-5-17-118524-4,12.09.2019,,,,,,,,,,,
1004662,Лукьяненко С. В.,Сумеречный Дозор,https://moscowbooks.ru/image/book/668/w259/i668696.jpg,0,,True,360 руб.,"Рожденный человеком не способен стать Иным. Так было всегда. На этом стоит равновесие между Ночным и Дневным Дозорами. Между Светлыми и Темными магами. Что случится, если кто-то сможет превращать в Иных самых обычных людей? Если Светлый маг Гесер и Темный маг Завулон будут вынуждены действовать вместе? Если в элитном жилом комплексе ""Ассоль"", в маленькой подмосковной деревушке и в скором поезде Москва — Алматы будет поставлено на карту само существование Иных — и людей?",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x30,315 гр.,400,3000 экз.,1004662,ASE000000000846843,978-5-17-118505-3,29.08.2019,,,,,,,,,,,
1003747,Лукьяненко С. В.,Лорд с планеты Земля,https://moscowbooks.ru/image/book/667/w259/i667817.jpg,0,,True,485 руб.,"Лучшая космоопера в российской фантастике! В тебя можно влюбиться?"" Странный вопрос девчонки, которую он спас от хулиганов... Вопрос, который не даст ему покоя на Земле. Вопрос, который будет мучить его в чужом мире, охваченном пламенем войны. В мире, где ему предстоит стать ""лордом с планеты Земля"" — Планеты, Которой Нет... Увлекательная история землянина, заброшенного в глубины космоса и возглавившего галактическую войну. История, в которой есть место для всего, что только может быть создано фантазией в свободном полете, -- бластеров и звездолетов, странных союзников и необыкновенных врагов, вампиров, что не прячут своих клыков, и атомарных мечей, что острее косы самой Смерти...",АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,215x145x29,500 гр.,480,2000 экз.,1003747,ASE000000000845548,978-5-17-117175-9,22.08.2019,,,,,,,,,,,
1002585,Лукьяненко С. В.,Звезды — холодные игрушки. Звездная тень,https://moscowbooks.ru/image/book/666/w259/i666647.jpg,0,,True,566 руб.,"Встреча с иными цивилизациями оказалась обескураживающей: земляне опоздали — Галактика уже поделена между Сильными расами, и новичков быстро ставят на место, назначая им роль космических ""извозчиков"". Мечты о покорении космоса так и остались мечтами. Человечество безнадежно отстало от ""братьев по разуму"". Однако не все на Земле готовы смириться с уготованной им унизительной ролью, и начинается борьба. Борьба за право стать равными среди равных в межзвездном сообществе…Люди не смирились с ролью ""космических извозчиков"", обслуживающих сильные расы. Они боролись за свободу. За право быть в космосе не прислужниками могущественных господ, но — равными среди равных. И вот они добились своего. Но достигнутый хрупкий мир висит на волоске. Когда этот волосок оборвется, война начнется снова. И в этой войне уже не будет правил. В ней будет один-единственный закон: цель оправдывает средства!",АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,218x143x37,655 гр.,672,2000 экз.,1002585,ASE000000000845549,978-5-17-117177-3,15.08.2019,,,,,,,,,,,
993665,Лукьяненко С. В.,Застава,https://moscowbooks.ru/image/book/658/w259/i658050.jpg,0,,True,987 руб.,"Центрум. Центральный мир вселенной, окруженный лепестками других миров, среди которых и наша Земля. Когда-то Центрум был велик и силён, но катастрофа отбросила его в прошлое. Здесь, на перекрестке тысячи цивилизаций, несет свою вахту Корпус пограничной стражи, охраняющий границы между мирами... Выбор у землянина, оказавшегося в Центруме, невелик: стать контрабандистом или пограничником. Но рано или поздно приходится решать — что для тебя пограничная служба. Земле грозит беда, когда-то пришедшая в Центрум.",Белый Единорог,2019,,русский,Мягкая обложка,,280x185x12,670 гр.,,,993665,56290,978-5-4375-0057-6,11.06.2019,,,,,,,,,,,
992254,Лукьяненко С. В.,Холодные звезды. Сборник,https://moscowbooks.ru/image/book/656/w259/i656546.jpg,0,,True,1 698 руб.,"Миры будущего — далекого и близкого, где до звезд подать рукой; где человечество вновь и вновь находит повод для испытания своих сил и умений, научившись делать самые быстрые корабли во вселенной, изменять способности своего организма в зависимости от профессии и специализации и даже вплотную приблизившись к бессмертию! Где опасности подстерегают на каждом новом рубеже, а дружба и вражда столь же неизменны, как и в старом добром ХХ веке. Миры, населенные разумными насекомыми, мыслителями-рептилиями и прочими причудливыми созданиями, однако, далеко не столь опасными и непредсказуемыми как... человек. Итак, орудия к бою! Всем палубам — готовность номер один! Погнали!!!",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/16,260x205x63,1795 гр.,1216,3000 экз.,992254,ASE000000000844355,978-5-17-115977-1,29.05.2019,,,,,,,,,,,
992092,Лукьяненко С. В.,Порог,https://moscowbooks.ru/image/book/656/w259/i656518.jpg,5,,True,485 руб.,Шесть галактических цивилизаций. Пять погибших планет. Четверо учёных из разных миров. Три звёздные системы. Два космических корабля. И одна большая беда для всей Вселенной.,АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,215x145x20,380 гр.,352,30000 экз.,992092,ASE000000000844685,978-5-17-116301-3,29.05.2019,,,,,,,,,,,
977588,Лукьяненко С. В.,Трикс: Недотепа. Непоседа,https://moscowbooks.ru/image/book/645/w259/i645377.jpg,0,,True,442 руб.,"Романтические увлечения балладами и старинными сказаниями не доводят до добра… Мечтательный, неприспособленный к жизни Трикс, наследник со-герцога Солье, внезапно оказывается в центре дворцового переворота. В результате он успевает побывать и пленником, и беглецом без всяких надежд на будущее. Однако дорога приведет его к новым друзьям и опасностям, поможет найти учителя и любовь. Главное — не бояться трудностей и шагать вперед!",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,205x130x35,520 гр.,768,2000 экз.,977588,AST000000000166475,978-5-17-085880-4,16.02.2019,,,,,,,,,,,
966110,Лукьяненко С. В.,Кайноzой,https://moscowbooks.ru/image/book/636/w259/i636078.jpg,1,,True,400 руб.,"Один мёртвый поезд.Один мёртвый город.Одна неделя, чтобы спасти мёртвый мир.",АСТ,2018,Москва,русский,Твердый переплет,84х108 1/32,207x132x18,305 гр.,320,45000 экз.,966110,ASE000000000840773,978-5-17-112584-4,05.12.2018,,,,,,,,,,,
927531,Лукьяненко С. В.,Чистовик,https://moscowbooks.ru/image/book/601/w259/i601789.jpg,0,,True,360 руб.,"Сначала был ""Черновик"". Роман, покоривший сердца сотен тысяч любителей фантастики.Теперь человек, стертый из этого мира, сумел разорвать невидимые цепи, привязавшие его к миру иному.Он свободен, но бывшие хозяева по-прежнему охотятся за ним.""Черновик"" судьбы написан. Настало время ""Чистовика""!",АСТ,2018,Москва,русский,Твердый переплет,84х108 1/32,200x130,375 гр.,352,8000 экз.,927531,ASE000000000835057,978-5-17-107192-9,11.05.2018,,,,,,,,,,,
927535,Лукьяненко С. В.,Черновик,https://moscowbooks.ru/image/book/601/w259/i601787.jpg,0,,True,320 руб.,"В твоей квартире живут чужие люди.Твое место на работе занято другим...Тебя не узнают ни друзья, ни любимая девушка...Тебя стирают из этого мира.Кто?СМОТРИТЕ ФИЛЬМ, ЧИТАЙТЕ КНИГУ!",АСТ,2018,Москва,русский,Твердый переплет,84х108 1/32,200x130,375 гр.,352,17000 экз.,927535,ASE000000000835056,978-5-17-107190-5,11.05.2018,,,,,,,,,,,
721246,Лукьяненко С. В.,Глубина,https://moscowbooks.ru/image/book/460/w259/i460247.jpg,0,,True,485 руб.,"""Лабиринт отражений"". ""Фальшивые зеркала"". ""Прозрачные витражи"". Знаменитый цикл мастера отечественной фантастики Сергея Лукьяненко, получивший культовый статус благодаря динамичному сюжету, уникальной авторской манере повествования и пророческому посылу: величайшее чудо, созданное человечеством, может оказаться как даром, так и проклятием, если использовать его бездумно. Итак, добро пожаловать в виртуальный город Диптаун — столицу киберреальности!..",АСТ,2014,Москва,русский,Твердый переплет,84х108 1/32,200x130,585 гр.,796,3000 экз.,721246,AST000000000144075,978-5-17-082195-2,21.01.2014,,,,,,,,,,,
1003888,Фрай М.,Неизвестным для меня способом,https://moscowbooks.ru/image/book/667/w259/i667906.jpg,0,,True,400 руб.,"Представьте себе человека, который сначала сам, по собственному желанию залезает в сундук и закрывает крышку. А потом начинает в этом сундуке задыхаться. И когда приступ клаустрофобии доводит его до полного истощения, он вдруг открывает глаза и понимает: сундука-то нет! Он исчез, и человек просто лежит на полу. Все рассказы в книге примерно про это. Ну или для этого. Чтобы все эти ваши сундуки исчезали, один за другим. Рассказ ""Сорок третий"" был опубликован в сборнике ""Nада"", рассказ ""Голова и лира плыли по Гебру"" — в сборнике ""Карты на стол"", обойтись без них было совершенно невозможно, очень уж качественно от этих рассказов рассеиваются сундуки.Остальные тексты публикуются впервые.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x20,325 гр.,288,7000 экз.,1003888,ASE000000000845246,978-5-17-118948-8,23.08.2019,,,,,,,,,,,
995751,Фрай М.,Сказки старого Вильнюса V,https://moscowbooks.ru/image/book/659/w259/i659404.jpg,0,,True,384 руб.,"В Старом Городе Вильнюса 108 улиц, и на каждой что-нибудь да происходит. Здесь оживают вымышленные персонажи и возникают из ниоткуда выдуманные города, духам Нижнего Мира приносят в жертву горячий шоколад, деревьям читают сказки, чтобы лучше спалось зимой, за высокой стеной шумит невидимое море, а ангел смерти всегда готов прийти на помощь соседям, оказавшимся в беде.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x28,440 гр.,480,1500 экз.,995751,ASE000000000843233,978-5-17-115140-9,27.06.2019,,,,,,,,,,,
994883,Фрай М.,Все сказки старого Вильнюса. Продолжение,https://moscowbooks.ru/image/book/658/w259/i658836.jpg,0,,True,1 051 руб.,"Имя Макса Фрая уже известно всем ценителям хорошей литературы, а ""Сказки старого Вильнюса"" — один из самых известных и ожидаемых циклов современного фэнтезийного мира. Эта книга — вторая часть подарочного издания, в котором написанные от руки комментарии и эксклюзивные фотографии Вильнюса сделаны лично автором. ""В Старом городе Вильнюса, как выяснилось, сто сорок семь улиц, переулков, площадей, рынков и мостов; зная характер нашего города, мы не сомневаемся, что это число еще не раз изменится, здесь у нас чуть ли не каждый день что-нибудь появляется и исчезает, а всем кажется, всегда так и было — это одно из правил нашей тайной повседневной игры…""",АСТ,2019,Москва,русский,Твердый переплет,70х100 1/16,240x170x45,1240 гр.,848,2500 экз.,994883,ASE000000000839827,978-5-17-114669-6,21.06.2019,,,,,,,,,,,
991340,Фрай М.,Тяжелый свет Куртейна. Желтый,https://moscowbooks.ru/image/book/655/w259/i655760.jpg,0,,True,400 руб.,"Это вторая часть большой трилогии о людях, духах, котах, полицейских, ангелах, морях и трамваях города Вильнюса и его изнанки. Или же просто второй слог заклинания, при помощи которого можно открыть если не сияющие небеса, то как минимум путь в свой личный, вместе с раем утраченный миф.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x30,460 гр.,480,18000 экз.,991340,ASE000000000842721,978-5-17-116497-3,23.05.2019,,,,,,,,,,,
982409,Фрай М.,"Книга для таких, как я",https://moscowbooks.ru/image/book/649/w259/i649059.jpg,0,,True,384 руб.,"В этой книге собраны тексты, написанные еще в девяностых годах прошлого века для разных интернет-проектов: рубрика Macht Frei в легендарной Газете.ру; книжка-игрушка ""Идеальный роман"", состоящая из последних абзацев вымышленных книг, жаждущая рассказать простыми словами об очень сложных явлениях. В этой книге Макс Фрай предстает перед нами не столько писателем, сколько страстным читателем, человеком, которому нравилось играть в литературные игры. И вообще играть.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x30,430 гр.,480,7000 экз.,982409,ASE000000000842052,978-5-17-113862-2,21.03.2019,,,,,,,,,,,
966528,Фрай М.,Тяжелый свет Куртейна. Синий,https://moscowbooks.ru/image/book/636/w259/i636483.jpg,5,,True,384 руб.,"Это первая часть большой трилогии о людях, духах, котах, полицейских, ангелах, морях и трамваях города Вильнюса и его изнанки. Или же просто первый слог заклинания, при помощи которого можно открыть если не сияющие небеса, то как минимум путь в свой личный, вместе с раем утраченный миф. Как скажете, так и будет. Читателю решать.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,205x130x21,330 гр.,352,20000 экз.,966528,ASE000000000840372,978-5-17-112194-5,07.12.2018,,,,,,,,,,,
962079,Фрай М.,Полный НяпиZдинг,https://moscowbooks.ru/image/book/632/w259/i632573.jpg,0,,True,384 руб.,"О содержании этой книги с уверенностью можно сказать одно: Заратустра ничего подобного не говорил. Но наверняка не раз обо всем этом задумывался. Потому что вопросы все больше простые и очевидные. Захватывающие погони ума за ускользающей мыслью, насильственное использование букв кириллического алфавита, жестокая трансформация смыслов, гроб на колесиках сансары, кровавые следы полуночных озарений, ослепительное сияние человеческой глупости — все вот это вот, непостижимое и неопределенноеСобственно, Макс Фрай всего этого тоже не говорил. Зато время от времени записывал — на бумажных салфетках в кафе, на оборотах рекламных листовок, на попонах слонов, поддерживающих земную твердь, на кучевых облаках, в собственном телефоне и на полях позавчерашних газет. Потому что иногда записать — это самый простой способ подумать и сформулировать.",АСТ,2018,Москва,русский,Твердый переплет,84х108 1/32,205x133x30,440 гр.,448,3000 экз.,962079,ASE000000000839612,978-5-17-111467-1,17.11.2018,,,,,,,,,,,
940553,Фрай М.,Все сказки старого Вильнюса. Начало,https://moscowbooks.ru/image/book/612/w259/i612803.jpg,0,,True,1 000 руб.,"Имя Макса Фрая уже известно всем ценителям хорошей литературы, а ""Сказки старого Вильнюса"" — один из самых известных и ожидаемых циклов современного фэнтезийного мира.Эта книга — подарочное издание, в котором написанные от руки авторские комментарии и эксклюзивные фотографии Вильнюса, сделаны лично автором.""В Старом городе Вильнюса, как выяснилось, сто сорок семь улиц, переулков, площадей, рынков и мостов; зная характер нашего города, мы не сомневаемся, что это число еще не раз изменится, здесь у нас чуть ли не каждый день что-нибудь появляется и исчезает, а всем кажется, всегда так и было — это одно из правил нашей тайной повседневной игры…""",АСТ,2018,Москва,русский,Твердый переплет,70х100 1/16,240x170x57,1195 гр.,768,3000 экз.,940553,ASE000000000837618,978-5-17-109580-2,07.09.2018,,,,,,,,,,,
932433,Фрай М.,Мертвый ноль,https://moscowbooks.ru/image/book/606/w259/i606053.jpg,0,,True,400 руб.,"Мертвый ноль — это такой специальный заколдованный ноль, к которому ничего нельзя прибавить. Ни на каких условиях. Никогда. Квинтэссенция небытия.Эта книга была написана для того, чтобы уменьшить количество мертвых нулей во Вселенной. Ну и по ходу дела мы, как это обычно случается, несколько увлеклись, погорячились, можно сказать, перестарались. Поэтому мертвых нулей во Вселенной не осталось совсем. Но вряд ли о них кто-то заплачет. Не надо нам здесь этого вашего глупого небытия.",АСТ,2018,Москва,русский,Твердый переплет,84х108 1/32,200x130,400 гр.,448,30000 экз.,932433,ASE000000000835457,978-5-17-108973-3,22.06.2018,,,,,,,,,,,
857858,Фрай М.,Книга жалоб. Книга предложений,https://moscowbooks.ru/image/book/541/w259/i541491.jpg,0,,True,184 руб.,"Книга жалоб В трудную минуту, когда кажется, что жизнь не удалась, будьте бдительны, не проклинайте судьбу - ни вслух, ни даже про себя, предупреждает знаменитый писатель Макс Фрай. Любой прохожий может оказаться одним из тех, кто с радостью проживет вашу жизнь вместо вас. Они называют себя ""накхи"". Они всегда рядом с нами. Мужество и готовность принять свою судьбу, какой бы она ни была, — наша единственная защита от них, но она действует безотказно. Книга предложений: Книга предложений — это семь историй о любви, которые рассказывают другу другу герои ""Книги жалоб"", Макс и Варя. Это история о путешествиях во сне и наяву, о надеждах и потерях, о том, что было и чего не будет никогда, но главное — все они о любви.",Амфора. ТИД Амфора,2012,СПб,русский,Мягкая обложка,70х108 1/32,165x130,305 гр.,165,17084 экз.,857858,241822,978-5-367-02337-4,02.09.2016,,,,,,,,,,,
850935,Фрай М.,Жалобная книга,https://moscowbooks.ru/image/book/535/w259/i535621.jpg,0,,True,384 руб.,"В трудную минуту, когда кажется, что жизнь не удалась, будьте бдительны, не проклинайте судьбу — ни вслух, ни даже про себя.Мужчина за соседним столиком в кафе, девушка, улыбнувшаяся вам в метро, приветливая старушка во дворе могут оказаться одними из тех, кто с радостью проживет вашу жизнь вместо вас. Вы даже и не заметите, как это случится. Они называют себя «накхи». Они всегда рядом с нами. Мужество и готовность принять свою судьбу, какой бы она ни была, — наша единственная защита от них, но она действует безотказно.",АСТ,2016,Москва,русский,Твердый переплет,84x108 1/32,200x130,392 гр.,416,4000 экз.,850935,ASE000000000724248,978-5-17-098088-8,16.06.2016,,,,,,,,,,,
823300,Фрай М.,Сказки Старого Вильнюса,https://moscowbooks.ru/image/book/514/w259/i514554.jpg,0,,True,384 руб.,"В Старом Городе Вильнюса 108 улиц, и на каждой что-нибудь да происходит. Здесь бродят пингвины, единороги, нарисованные коты и тени наших мертвых друзей, полиция всегда готова защитить граждан от страшных снов, неведомые голоса дают ответы на самые важные вопросы, скучные с виду старики носят в портфелях драконов, время легко поворачивается вспять, ветер рассказывает удивительные истории, а местные божества играют в нарды, сделав ставкой погоду на ближайшие полчаса.",АСТ,2016,Москва,русский,Твердый переплет+суперобложка,84х108 1/32,200x130,345 гр.,320,3500 экз.,823300,ASE000000000716380,978-5-17-092508-7,19.11.2015,,,,,,,,,,,
791885,Фрай М.,"Ветры, ангелы и люди",https://moscowbooks.ru/image/book/493/w259/i493890.jpg,0,,True,384 руб.,"Удивительная книга! Макс Фрай берет вас в путешествие по странным, загадочным и таким, казалось бы, привычным местам. Прочтите, мир станет другим. И этот другой мир больше вас не отпустит...""Быть василиском-сиротой, с младенчества лишенным присутствия старших, а значит, знаний о себе и об окружающем мире, которые они могли бы передать. Жить в подземелье, есть драгоценные камни, не знать о себе ничего — ни о птичьей голове, ни о змеином хвосте, ни о прекрасных жабьих глазах, ни о способности убивать взглядом, ни о смертельной опасности, которую сулит петушиный крик. Думать, что тьма пещеры — это и есть весь мир, а огненный хохолок на твоей макушке — единственное светило. Быть вполне довольным таким мироустройством — все на месте, ничего лишнего, да и сравнивать не с чем...",АСТ,2015,Москва,русский,Твердый переплет,84х108 1/32,200x130,385 гр.,416,4000 экз.,791885,ASE000000000706698,978-5-17-089303-4,01.04.2015,,,,,,,,,,,
778271,Фрай М.,Темная сторона,https://moscowbooks.ru/image/book/486/w259/i486092.jpg,0,,True,384 руб.,"""Тёмная сторона"" — это не метафора, а совершенно конкретное место, изнанка реальности. Тёмная сторона есть у любого города, деревни, леса и даже моря. Мудрецы, правда, утверждают, что ""Тёмная сторона"" — это состояние сознания, которое позволяет человеку увидеть изнанку вещей и взаимодействовать с ней. И даже получить абсолютно зримый, вещественный результат на ""лицевой стороне реальности"", или ""наяву"" — в общем, в так называемой ""реальной жизни"". Что касается сэра Макса из Ехо, он окончательно и бесповоротно запутался во всех этих мистических терминах. Но эффективно действовать это, как ни странно, не мешает.",АСТ,2015,Москва,русский,Твердый переплет,84х108 1/32,200x130,330 гр.,352,4000 экз.,778271,ASE000000000702085,978-5-17-088270-0,17.01.2015,,,,,,,,,,,
764719,Фрай М.,Чужак,https://moscowbooks.ru/image/book/478/w259/i478257.jpg,0,,True,404 руб.,"Чужак — первый том из цикла книг ""Лабиринты Ехо"" самого читаемого автора начала ХХI века Макса Фрая.Если вы взяли в руки эту книгу, будьте готовы отправиться в самое захватывающее путешествие своей жизни, полное опасностей и приключений. Причем, надолго! Ведь вы попадете в волшебный мир Лабиринтов Ехо, названный так в честь крупнейшего города могущественнейшего королевства. В Ехо не действуют законы нашего привычного мира и там происходят странные убийства. И немудрено: в Ехо правит бал нечисть, появляющаяся из зеркал, чтобы влиять на разум людей, питаться снами и отнимать жизни. Раскрыть преступления чудовищ вам предстоит вместе с сэром Джуффином Халли, начальником Тайного Сыска — своего рода элиты магической полиции Ехо — и рассказчиком всех этих удивительных историй сэром Максом.",АСТ,2015,Москва,русский,Твердый переплет,84х108 1/32,200x130,585 гр.,640,5000 экз.,764719,AST000000000173740,978-5-17-087266-4,18.10.2014,,,,,,,,,,,
